,포지션,회사명,지역명,경력,링크
0,NLP 개발자,베링랩,서울 마포구 , 경력 3-10년,/wd/157380
1,시니어 개발자 (Rust),베링랩,서울 마포구 , 경력 5-10년,/wd/206209
2,Head of Architecture,인터엑스,서울 금천구 , 경력 10년 이상,/wd/256936
3,"Physical AI Research Scientist (강화학습, 시뮬레이션)",인터엑스,서울 금천구 , 신입,/wd/261251
4,AI Model Optimization Engineer (CPU/GPU/NPU),인터엑스,울산 중구 , 경력 3-15년,/wd/252960
5,Data Engineer,엘박스,서울 강남구 , 경력 3년 이상,/wd/251752
6,[EQST Lab] AI 보안 연구,에스케이쉴더스(SK쉴더스),경기 성남시 , 경력 3-10년,/wd/267714
7,AI/ML 엔지니어,와탭랩스(WhaTapLabs),서울 서초구 , 경력 5년 이상,/wd/244545
8,Vision AI 개발자,넥스트랩,서울 강남구 , 신입-경력 5년,/wd/267710
9,영상 인식 알고리즘 개발 엔지니어,모본,서울 강남구 , 신입-경력 8년,/wd/136818
10,ML engineer 주니어,에이아이구루,서울 서초구 , 경력 1-6년,/wd/267684
11,MLOps Engineer (2년 이상),뤼이드(Riiid),서울 강남구 , 경력 2년 이상,/wd/251415
12,AI어플리케이션 개발자 / 3년 이상,필라넷,서울 강남구 , 경력 3-15년,/wd/267483
13,[원티드단독] 머신러닝 엔지니어,강남언니(힐링페이퍼),서울 강남구 , 경력 7년 이상,/wd/256471
14,[원티드단독] 데이터 엔지니어,강남언니(힐링페이퍼),서울 강남구 , 경력 3년 이상,/wd/195243
15,[원티드단독] 자연어처리(NLP) 엔지니어,강남언니(힐링페이퍼),서울 강남구 , 경력 5년 이상,/wd/267657
16,ML Platform Team Leader,하이퍼커넥트,서울 강남구 , 경력 5-15년,/wd/247297
17,웹 개발자,씨알에스큐브(CRScube),서울 마포구 , 경력 3-8년,/wd/267640
18,Backend Engineer,인터엑스,서울 금천구 , 경력 3-10년,/wd/252955
19,NLP/LLM 엔지니어,테스트웍스,서울 송파구 , 경력 3-10년,/wd/267632
20,인공지능 음성 합성(TTS) 전문가,미니레코드,서울 송파구 , 신입-경력 5년,/wd/265105
21,VisionAI 엔진 개발,포지큐브(POSICUBE),서울 강남구 , 경력 3-12년,/wd/267616
22,Data Pipeline Backend Engineer(Seoul),스트라드비젼(STRADVISION),서울 강남구 , 경력 5년 이상,/wd/267610
23,[쿠키런: 모험의탑] 서버 소프트웨어 엔지니어,데브시스터즈(Devsisters),서울 강남구 , 경력 3년 이상,/wd/255010
24,[잡플래닛] Sr.Data Engineer,브레인커머스,서울 강남구 , 경력 5-13년,/wd/117898
25,Python 개발자(4년 이상),자이온아이티에스,서울 서초구 , 경력 4-11년,/wd/267569
26,LLM Agent 개발자,온더플라이,서울 관악구 , 신입,/wd/267543
27,[플레이오] Python 백엔드 개발,지엔에이컴퍼니,서울 서초구 , 경력 3년 이상,/wd/193602
28,Data Engineer,레브잇,서울 관악구 , 경력 7년 이상,/wd/260184
29,Sr. Data Analyst,레브잇,서울 관악구 , 경력 5년 이상,/wd/266293
30,서버 엔지니어 (Kotlin/Spring),페이히어,서울 강남구 , 경력 3-15년,/wd/230925
31,Head of Data,쏘카(SOCAR),서울 성동구 , 경력 10-30년,/wd/267517
32,Software Engineer(Backend),피에프씨테크놀로지스,서울 서초구 , 경력 2년 이상,/wd/267511
33,[인턴] [채널톡] AI Team,채널코퍼레이션,서울 강남구 , 신입,/wd/168348
34,AI Engineer,파워테스크,서울 강남구 , 경력 2-15년,/wd/267405
35,Backend Developer (Senior),바비톡,서울 서초구 , 경력 7년 이상,/wd/228215
36,Backend Developer (Middle),바비톡,서울 서초구 , 경력 5년 이상,/wd/233087
37,[DATA&AI] AI Engineer,베이글코드(Bagelcode),서울 강남구 , 경력 1-5년,/wd/267481
38,백엔드 개발자 (3~5년차),리원엑스,서울 강남구 , 경력 3-5년,/wd/267452
39,AI Engineer,플랜바이테크놀로지스,서울 강남구 , 경력 1-10년,/wd/249770
40,Back-end SWE,휴이노,서울 강남구 , 경력 5년 이상,/wd/267392
41,"CTO (Gen AI, 머신 러닝)",링크12,서울 강남구 , 경력 5-10년,/wd/263133
42,[원티드단독]시니어 AI 엔지니어,웨이커,서울 강남구 , 경력 7-12년,/wd/267362
43,[서울][데이터분석팀]게임 데이터 분석가 (4년 이하),트리노드,서울 강남구 , 경력 1-4년,/wd/249546
44,Data Engineer (5년 이상),알스퀘어,서울 강남구 , 경력 5-20년,/wd/244076
45,프롬프트 엔지니어,버블탭,서울 강남구 , 경력 2년 이상,/wd/265769
46,데이터엔지니어,블리몽키즈,서울 마포구 , 경력 3-10년,/wd/264097
47,Senior Machine Learning Engineer,심플랫폼,서울 금천구 , 경력 5-15년,/wd/263651
48,[개발] 솔루션 개발팀장(9년 이상),혜움,서울 강남구 , 경력 9년 이상,/wd/266015
49,[개발] 백엔드 개발자(5-8년),혜움,서울 강남구 , 경력 5-8년,/wd/263825
50,[채널톡] Machine Learning Engineer,채널코퍼레이션,서울 강남구 , 경력 2-10년,/wd/167547
51,Python 개발자,애드크림,서울 강남구 , 경력 3-20년,/wd/267253
52,Robotics Engineer,씨메스(CMES),서울 강남구 , 경력 3-15년,/wd/256658
53,[인턴] 백엔드 개발자,비모소프트,경기 안양시 , 신입,/wd/250137
54,MLOps 엔지니어 (주니어),라이언로켓,서울 중구 , 경력 1-3년,/wd/267224
55,백엔드 개발자 (Node.js),큐피스트(글램),서울 강남구 , 경력 3-12년,/wd/29390
56,데이터 엔지니어,페이히어,서울 강남구 , 경력 2년 이상,/wd/267167
57,[쿠팡] Staff Data Scientist (Biz Analytics),쿠팡,서울 송파구 , 경력 7-20년,/wd/267159
58,AI 소프트웨어 엔지니어,에버엑스,서울 강남구 , 경력 1년 이상,/wd/264326
59,Financial Analyst,프렉스코리아(Prex),서울 영등포구 , 신입 이상,/wd/259893
60,AI Engineer (병특 전문연구요원가능),코코네엠(coconeM),서울 강남구 , 신입 이상,/wd/255120
61,[Gopax] Wallet Engineer,스트리미(Streami),서울 강남구 , 경력 3-7년,/wd/262179
62,[그루비 SaaS 솔루션] AI 엔지니어 (NLP),플래티어,서울 송파구 , 경력 3-7년,/wd/261357
63,머신러닝 엔지니어(Gen AI ML Engineer),아스타,서울 강남구 , 경력 3-10년,/wd/244812
64,데이터 엔지니어링 크롤러,얼터너티브자산운용,서울 강남구 , 경력 1-12년,/wd/267090
65,DBA담당자(5년 이상~7년 이하),케이비헬스케어(KB헬스케어),서울 강남구 , 경력 5-7년,/wd/267081
66,AI Model Production (Document AI),업스테이지,경기 , 경력 2-15년,/wd/134824
67,AI Application Engineer,업스테이지,경기 , 경력 3-15년,/wd/267072
68,인공지능(AI) 연구원,무한정보기술,서울 영등포구 , 경력 1-15년,/wd/267032
69,보안 코어 라이브러리 개발자,아이씨티케이,서울 강남구 , 경력 5-10년,/wd/265044
70,이커머스 솔루션 Python Backend 리드,샐러드랩,서울 강남구 , 경력 3-8년,/wd/267011
71,Fullstack 개발 (5년 이상),바이트사이즈,부산 부산진구 , 경력 5년 이상,/wd/266896
72,Machine Vision SW 연구 개발 (5년이상),바이트사이즈,부산 부산진구 , 경력 5년 이상,/wd/266881
73,"AI Researcher (OCR, 비전-언어모델)",인터엑스,서울 금천구 , 경력 2-5년,/wd/261479
74,백엔드 개발자(3~8년),래딩랩스,서울 강서구 , 경력 3-8년,/wd/248957
75,소프트웨어 엔지니어,위앤유텍,서울 송파구 , 신입-경력 12년,/wd/263882
76,DBA (1년이상),라텔앤드파트너즈,서울 중구 , 경력 1-5년,/wd/266813
77,[DATA&AI] Data Engineer(Platform),베이글코드(Bagelcode),서울 강남구 , 경력 3-5년,/wd/259709
78,딥러닝 연구원 / 엔지니어 (전문연구요원 가능),딥브레인에이아이,서울 강남구 , 신입,/wd/251783
79,[DATA&AI] Data Engineer(Back-end),베이글코드(Bagelcode),서울 강남구 , 경력 3-5년,/wd/259705
80,렌딩 인텔리전스 랩 MLOps 엔지니어,어니스트에이아이,서울 강남구 , 경력 3-8년,/wd/226421
81,머신러닝 데이터 사이언티스트,아일리스,서울 중구 , 경력 1-10년,/wd/266794
82,[강남/선릉] 펌웨어 개발,에스디티,서울 강남구 , 경력 5년 이상,/wd/266792
83,AI 엔지니어 (2년차~7년차),에듀템,서울 마포구 , 경력 2-7년,/wd/266751
84,[병역특례] Data Science - 전문연구요원,식스티헤르츠,서울 성동구 , 신입 이상,/wd/266708
85,IT인프라 취약점 진단 및 스크립트 개발,이지시큐,경기 성남시 , 신입,/wd/266714
86,Junior Backend Application Engineer,트릿지,서울 서초구 , 신입,/wd/266699
87,Senior Backend Application Engineer,트릿지,서울 서초구 , 경력 3년 이상,/wd/266697
88,[쿠팡] Senior Data Scientist,쿠팡,서울 송파구 , 경력 5년 이상,/wd/266311
89,Frontend 개발자 (서울),일만백만,서울 강남구 , 경력 3-10년,/wd/266689
90,시니어 AI Engineer,이지케어텍,서울 중구 , 경력 7-20년,/wd/266678
91,주니어 AI Engineer(전문연구요원 가능),이지케어텍,서울 중구 , 경력 2-6년,/wd/266676
92,[빗썸] DA(Data Architect)/DB 전문 모델러,빗썸,서울 강남구 , 경력 5-12년,/wd/266665
93,Kubernetes 개발자,씨이랩,서울 강남구 , 경력 2년 이상,/wd/266178
94,데이터 엔지니어,미리디,서울 구로구 , 경력 5-10년,/wd/241731
95,AI 기술 개발,비바이노베이션,서울 강남구 , 경력 6년 이상,/wd/266302
96,Data Engineer,아임웹,서울 강남구 , 경력 3년 이상,/wd/240941
97,Backend Engineer,인터엑스,서울 금천구 , 경력 3-10년,/wd/266593
98,로봇연구원,스페이스뱅크,경기 성남시 , 경력 2-5년,/wd/266569
99,Software Engineer (Data) (신입),클럼엘,서울 강남구 , 신입,/wd/266544
100,Software Engineer (Data) (6년 이상) 시니어,클럼엘,서울 강남구 , 경력 6-15년,/wd/266543
101,Software Engineer (Data) (2년 이상) 주니어,클럼엘,서울 강남구 , 경력 2-6년,/wd/266541
102,AI 엔지니어,111퍼센트,서울 강남구 , 경력 3년 이상,/wd/266521
103,데이터 엔지니어 (3년 이상),씨드앤,서울 성동구 , 경력 3-10년,/wd/263086
104,AI Researcher,인핸스(Enhans),서울 서초구 , 경력 3-8년,/wd/245684
105,[서비스개발본부] 테크팀장,차봇모빌리티,서울 성동구 , 경력 10년 이상,/wd/262794
106,[서비스개발본부] AI Engineer,차봇모빌리티,서울 성동구 , 경력 4년 이상,/wd/263139
107,[교육솔루션팀] 백엔드 개발자 (3년차 이상),그렙(프로그래머스),서울 서초구 , 경력 3-7년,/wd/266464
108,인공지능(AI) 개발자,누아,서울 중구 , 신입-경력 5년,/wd/257537
109,AI Engineer (5~10년차),리얼드로우,서울 마포구 , 경력 5-10년,/wd/256104
110,백엔드 개발자 (5~10년차),리얼드로우,서울 마포구 , 경력 5-10년,/wd/257148
111,태양광 발전량 예측 AI모델 개발자 (시니어급),에너닷,서울 강남구 , 경력 3년 이상,/wd/266401
112,딥러닝 추론 최적화 개발자,뷰런테크놀로지,서울 서초구 , 경력 1년 이상,/wd/266399
113,Deep Learning Engineer(딥러닝 개발자),뷰런테크놀로지,서울 서초구 , 경력 1년 이상,/wd/253325
114,머신러닝/딥러닝 엔지니어,아이스크림에듀,서울 강남구 , 경력 2년 이상,/wd/265750
115,Data Engineer,스푼랩스,서울 강남구 , 경력 5-35년,/wd/266374
116,데이터 사이언티스트 (신입),애드타입,서울 성동구 , 신입,/wd/255452
117,데이터 사이언티스트 (3년차 이상),애드타입,서울 성동구 , 경력 3-10년,/wd/250710
118,AI 개발자(전문연구요원 가능),씨알에스큐브(CRScube),서울 마포구 , 경력 2-5년,/wd/266232
119,[3-5년] AI관련 백엔드개발자,텍스트웨이,대구 북구 , 경력 3-5년,/wd/266327
120,DBA 및 DE,테크핀레이팅스,서울 중구 , 경력 5-15년,/wd/266319
121,IT팀 담당자 (3년 이상),얼라인파트너스자산운용,서울 영등포구 , 경력 3-5년,/wd/266187
122,백엔드 (스크래핑) 엔지니어,빅테크플러스,서울 영등포구 , 경력 2-5년,/wd/266290
123,MLOps,엠트리센,서울 금천구 , 경력 3년 이상,/wd/266260
124,클라우드 Data Architect,유클릭,경기 과천시 , 경력 3-10년,/wd/266252
125,Data Scientist,여기어때컴퍼니,서울 강남구 , 경력 5-12년,/wd/245677
126,프라이빗 클라우드 제품 개발자,파이오링크,서울 금천구 , 신입-경력 10년,/wd/266235
127,SW개발 전문연구요원(병역특례) 프라이빗 클라우드 제품 개발자,파이오링크,서울 금천구 , 신입-경력 10년,/wd/266240
128,SW개발 전문연구요원(병역특례) 분산스토리지 개발 담당자,파이오링크,서울 금천구 , 신입-경력 7년,/wd/170572
129,백엔드개발 담당,미니쉬테크놀로지,서울 강남구 , 경력 5년 이상,/wd/266192
130,"AI(인공지능) VIsion, Multi modal 개발자",씨이랩,서울 강남구 , 신입 이상,/wd/266175
131,[AX] LLM 소프트웨어 엔지니어,콕스웨이브,서울 영등포구 , 경력 1-5년,/wd/244312
132,[Align AI] AI 리서치 엔지니어,콕스웨이브,서울 영등포구 , 경력 3-10년,/wd/258539
133,[AX] AI/ML 엔지니어,콕스웨이브,서울 영등포구 , 경력 3-7년,/wd/234298
134,파이썬(Python) 개발자 - 병역특례,에잇퍼센트(8PERCENT),서울 영등포구 , 신입-경력 4년,/wd/226155
135,파이썬(Python) 개발자,에잇퍼센트(8PERCENT),서울 영등포구 , 경력 3-7년,/wd/224963
136,코어뱅킹 개발자,에잇퍼센트(8PERCENT),서울 영등포구 , 경력 3-10년,/wd/226673
137,빅데이터 클러스터 시스템 엔지니어  (1~5년),미리비트,경기 성남시 , 경력 1-5년,/wd/265676
138,AI 백엔드 엔지니어,아토머스(마인드카페),서울 강남구 , 경력 3-10년,/wd/263804
139,AI/ML 엔지니어 (1년 이상),제이제이앤컴퍼니스,서울 마포구 , 경력 1년 이상,/wd/266050
140,Data Engineer,앰버로드,서울 강남구 , 경력 5년 이상,/wd/194516
141,MLOps (AI 모델 서비스화),씨앤에이아이,서울 서초구 , 신입,/wd/265710
142,데이터 엔지니어,밀리의서재,서울 마포구 , 경력 7년 이상,/wd/264660
143,Computer Vision Engineer (전문연구요원),플라잎,경기 성남시 , 경력 3-5년,/wd/246183
144,Deep Learning Engineer(전문연구요원),플라잎,경기 성남시 , 경력 3-5년,/wd/258288
145,Front-End Engineer,앰버로드,서울 강남구 , 경력 3-5년,/wd/202630
146,알고리즘 개발자,더블유닷에이아이,서울 서초구 , 경력 1-15년,/wd/265981
147,프론트엔드 개발자 (리더급),스카이월드와이드,서울 강남구 , 경력 7-20년,/wd/265416
148,AI 엔지니어 (Stable diffusion / VITON),룩코,서울 강남구 , 신입-경력 10년,/wd/256995
149,딥러닝 엔지니어,룩코,서울 강남구 , 신입-경력 10년,/wd/170201
150,[젠틀몬스터] AI 엔지니어,아이아이컴바인드,서울 마포구 , 경력 3년 이상,/wd/265961
151,ML Inference Engineer (전문연구요원 가능),라이너(Liner),서울 마포구 , 경력 2년 이상,/wd/226281
152,데이터 엔지니어,티비유,서울 서초구 , 경력 2년 이상,/wd/233422
153,C/Rust 개발자,티에스엔랩,경기 용인시 , 신입,/wd/202555
154,주니어 백엔드 개발자,아트라미,대구 남구 , 경력 2년 이상,/wd/261174
155,음성 개발자 (가상 인물 음성 생성),씨앤에이아이,서울 서초구 , 신입-경력 3년,/wd/265675
156,비전 개발자(가상 인물 영상 생성),씨앤에이아이,서울 서초구 , 신입-경력 3년,/wd/265707
157,LLM 개발자,씨앤에이아이,서울 서초구 , 신입,/wd/265711
158,바이오인식 / OCR 알고리즘 개발,엑스페릭스,서울 송파구 , 경력 4-7년,/wd/255556
159,데이터 엔지니어 (데이터레이크 개발),파수,서울 마포구 , 경력 5-10년,/wd/265260
160,MLOps/LLMOps 엔지니어,큐빅,서울 서초구 , 경력 2-6년,/wd/265885
161,Data Engineer,에이비일팔공(AB180),서울 서초구 , 경력 3년 이상,/wd/249595
162,[AI플랫폼팀] Full-stack 개발자(Junior),크라우드웍스,서울 강남구 , 경력 5년 이상,/wd/255983
163,AI 엔지니어,덴컴,서울 강남구 , 경력 4-8년,/wd/265863
164,[AI플랫폼팀] Full-stack 개발자(Senior),크라우드웍스,서울 강남구 , 경력 9년 이상,/wd/255984
165,Backend Engineer(6~10년),데이터라이즈,서울 강남구 , 경력 6-10년,/wd/246991
166,Backend Engineer(3년~5년),데이터라이즈,서울 강남구 , 경력 3-5년,/wd/81841
167,Data Analytics Engineer,데이터라이즈,서울 강남구 , 경력 2-10년,/wd/177620
168,Data Engineer(Jr),데이터라이즈,서울 강남구 , 신입-경력 2년,/wd/226473
169,Data Engineer,데이터라이즈,서울 강남구 , 경력 2-10년,/wd/81834
170,데이터 엔지니어(DW/BI) (블록체인/Web3지갑),아이오트러스트,서울 강남구 , 경력 2-15년,/wd/265373
171,빅데이터 시스템 구축 및 운영 담당자(3년 이상),엑셈,서울 강서구 , 경력 3-7년,/wd/226657
172,Golang Agent 개발자(3년 이하),엑셈,서울 강서구 , 신입-경력 3년,/wd/228443
173,AI 모델 개발자(2년 이상),엑셈,서울 강서구 , 경력 2년 이상,/wd/264704
174,애플리케이션 및 클라우드Cloud 개발,파이오링크,서울 금천구 , 경력 3-13년,/wd/242610
175,Backend 개발자 (1년 이상),월드와이드비즈니스웹,경기 성남시 , 경력 1년 이상,/wd/265751
176,WEBFRONT-K 웹 보안 기능 및 시그니처 개발,파이오링크,서울 금천구 , 경력 3-13년,/wd/243295
177,Backend Engineer,바인드,서울 마포구 , 경력 2-7년,/wd/164350
178,"[광고 추천팀] 서버/백엔드 엔지니어(Engineering Manager, 팀리드)",버즈빌(buzzvil),서울 송파구 , 경력 5년 이상,/wd/265743
179,[SSP] 플랫폼 개발팀 서버 엔지니어 (3년 이상),버즈빌(buzzvil),서울 송파구 , 경력 3년 이상,/wd/265736
180,[광고 추천팀] 서버/백엔드 엔지니어 (3년 이상),버즈빌(buzzvil),서울 송파구 , 경력 3년 이상,/wd/265715
181,[Ad Expansion팀] 서버 엔지니어(3년 이상),버즈빌(buzzvil),서울 송파구 , 경력 3년 이상,/wd/259926
182,[광고 운영 플랫폼팀] 서버/백엔드 개발자 (3년이상),버즈빌(buzzvil),서울 송파구 , 경력 3-15년,/wd/258742
183,데이터 분석가,키즈노트,경기 성남시 , 경력 5-10년,/wd/211784
184,백엔드 리드,키즈노트,경기 성남시 , 경력 10-20년,/wd/236481
185,데이터 엔지니어,키즈노트,경기 성남시 , 경력 5-10년,/wd/265689
186,Cloud DBA,코인원(coinone),서울 영등포구 , 경력 7-15년,/wd/261972
187,데이터 엔지니어,클럽콘크리트,서울 마포구 , 신입 이상,/wd/264788
188,생성형 AI Python Fullstack 개발자,콘센트릭스서비스코리아CATALYST,서울 강남구 , 경력 5년 이상,/wd/265658
189,[クリエーションライン株式会社] クラウドインフラエンジニア_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/265634
190,[クリエーションライン株式会社] AI/LLM エンジニア_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/265623
191,[クリエーションライン株式会社] SREエンジニア_근무지 일본,원티드 재팬(wanted),서울 , 경력 5-15년,/wd/265628
192,"데이터/검색엔진 엔지니어 (Python, Elastic search)",바이오리서치에이아이,서울 강남구 , 신입-경력 5년,/wd/262931
193,"Database Reliability Engineer, DBRE",두나무(업비트/증권플러스),서울 서초구 , 경력 2-15년,/wd/236606
194,ML Engineer,메이아이,서울 강남구 , 경력 5년 이상,/wd/256369
195,피부분석 모델 개발자(분광기반),룰루랩(lululab),서울 강남구 , 신입 이상,/wd/264385
196,생체신호분석 연구원,룰루랩(lululab),서울 강남구 , 신입 이상,/wd/264467
197,로봇지능 개발 연구원,알지에이아이엔씨(RGA Inc.),서울 서초구 , 신입 이상,/wd/265538
198,환경 / 상황인지 AI 연구원,알지에이아이엔씨(RGA Inc.),서울 서초구 , 신입 이상,/wd/265536
199,데이터 애널리스트,월급쟁이부자들,서울 서초구 , 경력 2년 이상,/wd/156689
200,비즈니스 애널리스트,월급쟁이부자들,서울 서초구 , 경력 2-7년,/wd/253624
201,LLM 개발 및 최적화 Research 엔지니어,옵트에이아이,서울 강서구 , 경력 2-10년,/wd/265342
202,Model Compression Research 엔지니어,옵트에이아이,서울 강서구 , 신입-경력 10년,/wd/265347
203,iPhone iOS용 AI Application 개발자,옵트에이아이,서울 강서구 , 경력 2-10년,/wd/265339
204,[Tech Lead] Full-stack 개발,디써클,서울 마포구 , 경력 5-11년,/wd/237604
205,"ADC(L4-L7 스위치) C,Python, Linux 개발(커널3팀)",파이오링크,서울 금천구 , 경력 2-10년,/wd/75899
206,JAVA REACT / WEBFORNT-K GUI 개발,파이오링크,서울 금천구 , 경력 1-10년,/wd/75911
207,네트워크 장비 Web Management 솔루션 개발,파이오링크,서울 금천구 , 경력 3년 이상,/wd/253444
208,분산스토리지 개발 담당자,파이오링크,서울 금천구 , 신입-경력 7년,/wd/209837
209,"L4-L7 스위치 가상화 솔루션 개발 C,Python,Linux (커널5팀)",파이오링크,서울 금천구 , 경력 2-10년,/wd/243141
210,웹 크롤링(스크래핑) 개발자 (2년 이상),코딧(CODITCorp.),서울 영등포구 , 경력 2-20년,/wd/94220
211,머신러닝 엔지니어 (2년이상),코딧(CODITCorp.),서울 영등포구 , 경력 2-4년,/wd/94542
212,[인턴] 데이터 사이언스,시크한,서울 관악구 , 신입,/wd/265462
213,개발팀 서버파트,비바이노베이션,서울 강남구 , 경력 5년 이상,/wd/256773
214,시계열 데이터 신호 분석 (구로),파인더스,서울 구로구 , 경력 2년 이상,/wd/265424
215,시계열 데이터 신호 분석 연구원 (하남),파인더스,경기 하남시 , 경력 3년 이상,/wd/265425
216,Machine Learning Engineer (Tech Lead),몰로코,서울 강남구 , 경력 7년 이상,/wd/265414
217,DA / DBA,스카이월드와이드,서울 강남구 , 경력 1-20년,/wd/265419
218,백엔드 개발자 (리더급),스카이월드와이드,서울 강남구 , 경력 7-20년,/wd/265418
219,DB Engineer,스카이월드와이드,서울 강남구 , 경력 1-20년,/wd/265415
220,프론트엔드 개발자 (팀원급),스카이월드와이드,서울 강남구 , 경력 3-7년,/wd/265411
221,데이터 사이언티스트(팀원급),스카이월드와이드,서울 강남구 , 경력 3-6년,/wd/265407
222,백엔드 개발자 (팀원급),스카이월드와이드,서울 강남구 , 경력 3-10년,/wd/265405
223,데이터 사이언티스트(리더급),스카이월드와이드,서울 강남구 , 경력 7-20년,/wd/265401
224,[Tech] Security Engineer (5년 이상),위대한상상(요기요),서울 서초구 , 경력 5-10년,/wd/265343
225,백엔드 엔지니어,마키나락스,서울 서초구 , 경력 8-20년,/wd/265309
226,[프로그래머스] 백엔드 개발자(감독솔루션팀),그렙(프로그래머스),서울 서초구 , 신입-경력 3년,/wd/265264
227,MLOps 엔지니어,비멕스,부산 , 경력 3-7년,/wd/265233
228,Python기반 AI(LLM) 소프트웨어 엔지니어,비알프레임,서울 강서구 , 신입-경력 7년,/wd/265197
229,[병역특례] AI 관련 원천기술 연구 및 소프트웨어 개발자 (전문연구요원),심플랫폼,서울 금천구 , 신입,/wd/265184
230,빅데이터 솔루션 데이터 엔지니어 (5~13년),로이드케이,경기 성남시 , 경력 5-13년,/wd/265172
231,[뷰티테크]AI 피부분석 모델 개발자,앙트러리얼리티,서울 성동구 , 경력 3년 이상,/wd/265143
232,[뷰티테크]AI 노화분석 모델 개발,앙트러리얼리티,서울 성동구 , 경력 3년 이상,/wd/265144
233,풀스택 웹 개발자 (책임급),뉴스젤리(Newsjelly),서울 성동구 , 경력 6년 이상,/wd/250015
234,Mechanical Engineer,베어로보틱스코리아,서울 성동구 , 경력 4-10년,/wd/240494
235,AI 엔지니어(NLP/LLM),미니레코드,서울 송파구 , 신입-경력 6년,/wd/265108
236,Senior Developer,폴센트,서울 구로구 , 경력 5-20년,/wd/264329
237,솔루션 엔지니어(Solution Engineer),라플라스테크놀로지스,경기 성남시 , 경력 5-10년,/wd/263339
238,AI Solution Engineer,올거나이즈코리아(Allganize Korea),서울 강남구 , 신입-경력 6년,/wd/265063
239,플랫폼 Back-End 개발/운영,펑타이그레이터차이나(피티코리아),서울 서초구 , 경력 8-10년,/wd/154140
240,글로벌 빅데이터 플랫폼 BI 백엔드 개발/운영 (Back-End),펑타이그레이터차이나(피티코리아),서울 강남구 , 경력 8-15년,/wd/249523
241,[데이터플랫폼팀] Data Engineer,한국신용데이터(KCD),서울 강남구 , 경력 4년 이상,/wd/246539
242,Sr. Back-end Engineer,"브레이브모바일(숨고,Soomgo)",서울 강남구 , 경력 7-8년,/wd/241189
243,AI Research Scientist,아하앤컴퍼니,서울 강남구 , 신입,/wd/264990
244,백엔드 개발자,해피문데이,서울 성동구 , 경력 3년 이상,/wd/264968
245,데이터분석엔지니어 (Data Analytics Engineer),콜로세움코퍼레이션,서울 강남구 , 경력 1년 이상,/wd/264953
246,[AI솔루션팀] Full-stack 개발자,크라우드웍스,서울 강남구 , 경력 5-10년,/wd/263637
247,Sr. Researcher (LLM),에이아이트릭스(AITRICS),서울 강남구 , 경력 5-12년,/wd/264931
248,검색엔진 엔지니어 (3년 이상),워트인텔리전스,서울 서초구 , 경력 3-12년,/wd/257200
249,데이터 엔지니어 (3년 이상),워트인텔리전스,서울 서초구 , 경력 3-12년,/wd/257199
250,Software Engineer - Search (리더),놀유니버스,경기 성남시 , 경력 15년 이상,/wd/261501
251,AI Research Engineer(Human motion generation),시나몬,서울 서초구 , 경력 2-10년,/wd/136783
252,AI Research Engineer (LLM Application),시나몬,서울 서초구 , 경력 2년,/wd/261846
253,AI Software Engineer,시나몬,서울 서초구 , 경력 3년 이상,/wd/261847
254,Full-stack Software Engineer(Internal Tools),시나몬,서울 서초구 , 경력 2년 이상,/wd/263180
255,데이터분석가,클래스유,서울 중구 , 신입-경력 10년,/wd/264801
256,데이터 플랫폼 담당자(7년 이상),윌로그,서울 강남구 , 경력 7-14년,/wd/263783
257,데이터 플랫폼 리드(10년 이상),윌로그,서울 강남구 , 경력 10-19년,/wd/253527
258,[플랫폼개발실] Back-end 개발자,스테이션3(다방),서울 서초구 , 경력 3-8년,/wd/238235
259,게임 이상탐지 데이터분석가,넷마블,서울 구로구 , 경력 1년 이상,/wd/247595
260,게임 데이터 모델링/DW엔지니어,넷마블,서울 구로구 , 경력 3년 이상,/wd/247828
261,게임 데이터 분석 담당자,넷마블,서울 구로구 , 경력 2년 이상,/wd/247599
262,LLM Engineer (개인화 및 서비스),포티투닷(42dot),경기 성남시 , 경력 6년 이상,/wd/231550
263,Deep Learning Engineer (음성 합성 TTS 연구/개발),포티투닷(42dot),경기 성남시 , 경력 1-20년,/wd/199491
264,백엔드 엔지니어 (신입~8년차),아이지에이웍스(IGAWorks),서울 용산구 , 신입-경력 8년,/wd/264751
265,Back-End 개발자,데일리페이,서울 마포구 , 경력 3년 이상,/wd/262787
266,[전문연구요원(석사)] Software Engineer / Data Analyst,두잇 (Doeat),서울 관악구 , 신입,/wd/241921
267,Data Analyst (신입/2년 이하),두잇 (Doeat),서울 관악구 , 신입-경력 2년,/wd/252207
268,[원티드단독] Data Analyst (5년 이상),두잇 (Doeat),서울 관악구 , 경력 5-15년,/wd/262998
269,[병역특례 현역/보충역] 데이터분석가,넛지헬스케어(캐시워크),서울 강남구 , 신입,/wd/180914
270,머신러닝 엔지니어,클래스유,서울 중구 , 신입-경력 10년,/wd/253794
271,Product Data Analyst (Middle),와드(캐치테이블),경기 성남시 , 경력 5년 이상,/wd/222878
